TIGRFAM	link	mainrole	subrole	Name	Function	Isology_Type	EC_Number
TIGR02826	123	"Purines, pyrimidines, nucleosides, and nucleotides"	2`-Deoxyribonucleotide metabolism	RNR_activ_nrdG3	anaerobic ribonucleoside-triphosphate reductase activating protein	equivalog	1.97.1.-
TIGR02827	123	"Purines, pyrimidines, nucleosides, and nucleotides"	2`-Deoxyribonucleotide metabolism	RNR_anaer_Bdell	anaerobic ribonucleoside-triphosphate reductase	equivalog	1.17.4.2
TIGR02828	141	Transport and binding proteins	Unknown substrate	TIGR02828	putative membrane fusion protein	hypoth_equivalog_domain	
TIGR02829	705	Cellular processes	Sporulation and germination	spore_III_AE	stage III sporulation protein AE	equivalog	
TIGR02830	705	Cellular processes	Sporulation and germination	spore_III_AG	stage III sporulation protein AG	equivalog	
TIGR02831	705	Cellular processes	Sporulation and germination	spo_II_M	stage II sporulation protein M	equivalog	
TIGR02832	705	Cellular processes	Sporulation and germination	spo_yunB	sporulation protein YunB	equivalog	
TIGR02833	705	Cellular processes	Sporulation and germination	spore_III_AB	stage III sporulation protein AB	equivalog	
TIGR02834	705	Cellular processes	Sporulation and germination	spo_ytxC	putative sporulation protein YtxC	equivalog	
TIGR02835	705	Cellular processes	Sporulation and germination	spore_sigmaE	RNA polymerase sigma-E factor	equivalog	
TIGR02836	705	Cellular processes	Sporulation and germination	spore_IV_A	stage IV sporulation protein A	equivalog	
TIGR02837	705	Cellular processes	Sporulation and germination	spore_II_R	stage II sporulation protein R	equivalog	
TIGR02838	705	Cellular processes	Sporulation and germination	spore_V_AC	stage V sporulation protein AC	equivalog	
TIGR02839	705	Cellular processes	Sporulation and germination	spore_V_AE	stage V sporulation protein AE	equivalog	
TIGR02840	705	Cellular processes	Sporulation and germination	spore_YtaF	putative sporulation protein YtaF	equivalog	
TIGR02841	705	Cellular processes	Sporulation and germination	spore_YyaC	putative sporulation protein YyaC	equivalog	
TIGR02842	112	Energy metabolism	Electron transport	CyoC	"_cytochrome o ubiquinol oxidase, subunit III_"	equivalog	1.10.3.-
TIGR02843	112	Energy metabolism	Electron transport	CyoB	"_cytochrome o ubiquinol oxidase, subunit I_"	equivalog	1.10.3.-
TIGR02844	705	Cellular processes	Sporulation and germination	spore_III_D	sporulation transcriptional regulator SpoIIID	equivalog	
TIGR02845	705	Cellular processes	Sporulation and germination	spore_V_AD	stage V sporulation protein AD	equivalog	
TIGR02846	705	Cellular processes	Sporulation and germination	spore_sigmaK	RNA polymerase sigma-K factor	equivalog	
TIGR02847	112	Energy metabolism	Electron transport	CyoD	cytochrome o ubiquinol oxidase subunit IV	equivalog	1.10.3.-
TIGR02848	705	Cellular processes	Sporulation and germination	spore_III_AC	stage III sporulation protein AC	equivalog	
TIGR02849	705	Cellular processes	Sporulation and germination	spore_III_AD	stage III sporulation protein AD	equivalog	
TIGR02850	705	Cellular processes	Sporulation and germination	spore_sigG	RNA polymerase sigma-G factor	equivalog	
TIGR02851	705	Cellular processes	Sporulation and germination	spore_V_T	stage V sporulation protein T	equivalog	
TIGR02852	705	Cellular processes	Sporulation and germination	spore_dpaB	"_dipicolinic acid synthetase, B subunit_"	equivalog	
TIGR02853	705	Cellular processes	Sporulation and germination	spore_dpaA	"_dipicolinic acid synthetase, A subunit_"	equivalog	
TIGR02854	705	Cellular processes	Sporulation and germination	spore_II_GA	sigma-E processing peptidase SpoIIGA	equivalog	3.4.23.-
TIGR02855	705	Cellular processes	Sporulation and germination	spore_yabG	sporulation peptidase YabG	equivalog	
TIGR02856	705	Cellular processes	Sporulation and germination	spore_yqfC	sporulation protein YqfC	equivalog	
TIGR02858	705	Cellular processes	Sporulation and germination	spore_III_AA	stage III sporulation protein AA	equivalog	
TIGR02859	705	Cellular processes	Sporulation and germination	spore_sigH	RNA polymerase sigma-H factor	equivalog	
TIGR02860	705	Cellular processes	Sporulation and germination	spore_IV_B	stage IV sporulation protein B	equivalog	3.4.21.116
TIGR02861	705	Cellular processes	Sporulation and germination	SASP_H	"_small acid-soluble spore protein, H-type_"	subfamily	
TIGR02862	705	Cellular processes	Sporulation and germination	spore_BofA	pro-sigmaK processing inhibitor BofA	subfamily	
TIGR02863	705	Cellular processes	Sporulation and germination	spore_sspJ	"_small, acid-soluble spore protein, SspJ family_"	equivalog	
TIGR02864	705	Cellular processes	Sporulation and germination	spore_sspO	"_small, acid-soluble spore protein O_"	equivalog	
TIGR02865	705	Cellular processes	Sporulation and germination	spore_II_E	stage II sporulation protein E	equivalog	3.1.3.16
TIGR02866	112	Energy metabolism	Electron transport	CoxB	"_cytochrome c oxidase, subunit II_"	equivalog	1.9.3.1
TIGR02867	705	Cellular processes	Sporulation and germination	spore_II_P	stage II sporulation protein P	subfamily	
TIGR02869	705	Cellular processes	Sporulation and germination	spore_SleB	spore cortex-lytic enzyme	equivalog	
TIGR02870	705	Cellular processes	Sporulation and germination	spore_II_D	stage II sporulation protein D	equivalog	
TIGR02871	705	Cellular processes	Sporulation and germination	spore_ylbJ	sporulation integral membrane protein YlbJ	equivalog	
TIGR02872	705	Cellular processes	Sporulation and germination	spore_ytvI	sporulation integral membrane protein YtvI	equivalog	
TIGR02873	705	Cellular processes	Sporulation and germination	spore_ylxY	"_probable sporulation protein, polysaccharide deacetylase family_"	hypoth_equivalog	
TIGR02874	705	Cellular processes	Sporulation and germination	spore_ytfJ	sporulation protein YtfJ	equivalog	
TIGR02875	705	Cellular processes	Sporulation and germination	spore_0_A	sporulation transcription factor Spo0A	equivalog	
TIGR02876	705	Cellular processes	Sporulation and germination	spore_yqfD	sporulation protein YqfD	equivalog	
TIGR02877	705	Cellular processes	Sporulation and germination	spore_yhbH	sporulation protein YhbH	equivalog	
TIGR02878	705	Cellular processes	Sporulation and germination	spore_ypjB	sporulation protein YpjB	equivalog	
TIGR02881	705	Cellular processes	Sporulation and germination	spore_V_K	stage V sporulation protein K	equivalog	
TIGR02882	112	Energy metabolism	Electron transport	QoxB	"_cytochrome aa3 quinol oxidase, subunit I_"	equivalog	1.10.3.-
TIGR02883	705	Cellular processes	Sporulation and germination	spore_cwlD	N-acetylmuramoyl-L-alanine amidase CwlD	equivalog	3.5.1.28
TIGR02884	705	Cellular processes	Sporulation and germination	spore_pdaA	delta-lactam-biosynthetic de-N-acetylase	equivalog	3.5.-.-
TIGR02885	705	Cellular processes	Sporulation and germination	spore_sigF	RNA polymerase sigma-F factor	equivalog	
TIGR02886	705	Cellular processes	Sporulation and germination	spore_II_AA	anti-sigma F factor antagonist	equivalog	
TIGR02887	705	Cellular processes	Sporulation and germination	spore_ger_x_C	"_germination protein, Ger(x)C family_"	subfamily	
TIGR02888	705	Cellular processes	Sporulation and germination	spore_YlmC_YmxH	"_sporulation protein, YlmC/YmxH family_"	subfamily	
TIGR02889	705	Cellular processes	Sporulation and germination	spore_YpeB	germination protein YpeB	equivalog	
TIGR02890	157	Unknown function	General	bacill_yteA	"_regulatory protein, yteA family_"	subfamily	
TIGR02891	112	Energy metabolism	Electron transport	CtaD_CoxA	"_cytochrome c oxidase, subunit I_"	equivalog	1.9.3.1
TIGR02892	705	Cellular processes	Sporulation and germination	spore_yabP	sporulation protein YabP	equivalog	
TIGR02893	705	Cellular processes	Sporulation and germination	spore_yabQ	spore cortex biosynthesis protein YabQ	equivalog	
TIGR02894	705	Cellular processes	Sporulation and germination	DNA_bind_RsfA	"_transcription factor, RsfA family_"	subfamily	
TIGR02895	705	Cellular processes	Sporulation and germination	spore_sigI	RNA polymerase sigma-I factor	equivalog	
TIGR02896	705	Cellular processes	Sporulation and germination	spore_III_AF	stage III sporulation protein AF	equivalog	
TIGR02897	112	Energy metabolism	Electron transport	QoxC	"_cytochrome aa3 quinol oxidase, subunit III_"	equivalog	1.10.3.-
TIGR02898	705	Cellular processes	Sporulation and germination	spore_YhcN_YlaJ	"_sporulation lipoprotein, YhcN/YlaJ family_"	subfamily	
TIGR02899	705	Cellular processes	Sporulation and germination	spore_safA	spore coat assembly protein SafA	subfamily_domain	
TIGR02900	705	Cellular processes	Sporulation and germination	spore_V_B	stage V sporulation protein B	equivalog	
TIGR02901	112	Energy metabolism	Electron transport	QoxD	"_cytochrome aa3 quinol oxidase, subunit IV_"	equivalog	1.10.3.-
TIGR02902	705	Cellular processes	Sporulation and germination	spore_lonB	ATP-dependent protease LonB	equivalog	3.4.21.-
TIGR02903	705	Cellular processes	Sporulation and germination	spore_lon_C	"_ATP-dependent protease, Lon family_"	equivalog	3.4.21.-
TIGR02904	705	Cellular processes	Sporulation and germination	spore_ysxE	spore coat protein YsxE	equivalog	
TIGR02905	705	Cellular processes	Sporulation and germination	spore_yutH	spore coat protein YutH	equivalog	
TIGR02906	705	Cellular processes	Sporulation and germination	spore_CotS	"_spore coat protein, CotS family_"	subfamily	
TIGR02907	705	Cellular processes	Sporulation and germination	spore_VI_D	stage VI sporulation protein D	equivalog	
TIGR02908	112	Energy metabolism	Electron transport	CoxD_Bacillus	"_cytochrome c oxidase, subunit IVB_"	equivalog	1.9.3.1
TIGR02910	106	Central intermediary metabolism	Sulfur metabolism	sulfite_red_A	"_sulfite reductase, subunit A_"	equivalog	1.8.-.-
TIGR02911	106	Central intermediary metabolism	Sulfur metabolism	sulfite_red_B	"_sulfite reductase, subunit B_"	equivalog	1.8.-.-
TIGR02912	106	Central intermediary metabolism	Sulfur metabolism	sulfite_red_C	"_sulfite reductase, subunit C_"	equivalog	1.8.-.-
TIGR02914	141	Transport and binding proteins	Unknown substrate	EpsI_fam	EpsI family protein	equivalog_domain	
TIGR02915	261	Regulatory functions	DNA interactions	PEP_resp_reg	PEP-CTERM-box response regulator transcription factor	equivalog	
TIGR02916	699	Signal transduction	Two-component systems	PEP_his_kin	putative PEP-CTERM system histidine kinase	equivalog	2.7.13.3
TIGR02918	140	Protein fate	Protein modification and repair	TIGR02918	accessory Sec system glycosylation protein GtfA	equivalog	2.4.1.-
TIGR02919	140	Protein fate	Protein modification and repair	TIGR02919	accessory Sec system glycosyltransferase GtfB	equivalog	2.4.1.-
TIGR02920	97	Protein fate	Protein and peptide secretion and trafficking	acc_sec_Y2	accessory Sec system translocase SecY2	equivalog	
TIGR02922	156	Hypothetical proteins	Conserved	TIGR02922	TIGR02922 family protein	hypoth_equivalog	
TIGR02924	120	Energy metabolism	TCA cycle	ICDH_alpha	isocitrate dehydrogenase	equivalog	1.1.1.-
TIGR02928	132	DNA metabolism	"DNA replication, recombination, and repair"	TIGR02928	orc1/cdc6 family replication initiation protein	subfamily	
TIGR02929	179	Central intermediary metabolism	Nitrogen fixation	anfG_nitrog	"_Fe-only nitrogenase, delta subunit_"	equivalog	1.18.6.1
TIGR02930	179	Central intermediary metabolism	Nitrogen fixation	vnfG_nitrog	"_V-containing nitrogenase, delta subunit_"	equivalog	1.18.6.1
TIGR02931	179	Central intermediary metabolism	Nitrogen fixation	anfK_nitrog	"_Fe-only nitrogenase, beta subunit_"	equivalog	1.18.6.1
TIGR02932	179	Central intermediary metabolism	Nitrogen fixation	vnfK_nitrog	"_V-containing nitrogenase, beta subunit_"	equivalog	1.18.6.1
TIGR02933	179	Central intermediary metabolism	Nitrogen fixation	nifM_nitrog	nitrogen fixation protein NifM	equivalog	
TIGR02935	179	Central intermediary metabolism	Nitrogen fixation	TIGR02935	probable nitrogen fixation protein	hypoth_equivalog	
TIGR02936	179	Central intermediary metabolism	Nitrogen fixation	fdxN_nitrog	"_ferredoxin III, nif-specific_"	equivalog	
TIGR02938	179	Central intermediary metabolism	Nitrogen fixation	nifL_nitrog	nitrogen fixation negative regulator NifL	equivalog	
TIGR02944	261	Regulatory functions	DNA interactions	suf_reg_Xantho	FeS assembly SUF system regulator	equivalog	
TIGR02945	76	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	SUF_assoc	FeS assembly SUF system protein	hypoth_equivalog	
TIGR02946	703	Unknown function	Enzymes of unknown specificity	acyl_WS_DGAT	"_acyltransferase, WS/DGAT/MGAT_"	subfamily	2.3.1.-
TIGR02949	165	Transcription	Transcription factors	anti_SigH_actin	"_anti-sigma factor, TIGR02949 family_"	hypoth_equivalog	
TIGR02956	699	Signal transduction	Two-component systems	TMAO_torS	TMAO reductase sytem sensor TorS	equivalog	2.7.13.3
TIGR02961	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	allantoicase	allantoicase	equivalog	3.5.3.4
TIGR02962	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	hdxy_isourate	hydroxyisourate hydrolase	equivalog	3.5.2.17
TIGR02963	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	xanthine_xdhA	"_xanthine dehydrogenase, small subunit_"	equivalog	1.17.1.4
TIGR02964	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	xanthine_xdhC	xanthine dehydrogenase accessory protein XdhC	equivalog	
TIGR02965	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	xanthine_xdhB	"_xanthine dehydrogenase, molybdopterin binding subunit_"	equivalog	1.17.1.4
TIGR02966	699	Signal transduction	Two-component systems	phoR_proteo	phosphate regulon sensor kinase PhoR	equivalog	2.7.3.-
TIGR02967	122	"Purines, pyrimidines, nucleosides, and nucleotides"	Other	guan_deamin	guanine deaminase	equivalog	3.5.4.3
TIGR02968	120	Energy metabolism	TCA cycle	succ_dehyd_anc	"_succinate dehydrogenase, hydrophobic membrane anchor protein_"	equivalog	
TIGR02970	120	Energy metabolism	TCA cycle	succ_dehyd_cytB	"_succinate dehydrogenase, cytochrome b556 subunit_"	equivalog	
TIGR02972	110	Energy metabolism	Anaerobic	TMAO_torE	"_trimethylamine N-oxide reductase system, TorE protein_"	equivalog	
TIGR02973	110	Energy metabolism	Anaerobic	nitrate_rd_NapE	"_periplasmic nitrate reductase, NapE protein_"	equivalog	
TIGR02974	261	Regulatory functions	DNA interactions	phageshock_pspF	psp operon transcriptional activator	equivalog	
TIGR02975	149	Cellular processes	Adaptations to atypical conditions	phageshock_pspG	phage shock protein G	equivalog	
TIGR02976	149	Cellular processes	Adaptations to atypical conditions	phageshock_pspB	phage shock protein B	equivalog	
TIGR02977	149	Cellular processes	Adaptations to atypical conditions	phageshock_pspA	phage shock protein A	equivalog	
TIGR02978	149	Cellular processes	Adaptations to atypical conditions	phageshock_pspC	phage shock protein C	equivalog	
TIGR02979	149	Cellular processes	Adaptations to atypical conditions	phageshock_pspD	phage shock protein PspD	hypoth_equivalog	
TIGR02986	183	DNA metabolism	Restriction/modification	restrict_Alw26I	"_type II restriction endonuclease, Alw26I/Eco31I/Esp3I family_"	equivalog	3.1.21.4
TIGR02987	183	DNA metabolism	Restriction/modification	met_A_Alw26	"_type II restriction m6 adenine DNA methyltransferase, Alw26I/Eco31I/Esp3I family_"	subfamily_domain	2.1.1.72
TIGR02988	132	DNA metabolism	"DNA replication, recombination, and repair"	YaaA_near_RecF	S4 domain protein YaaA	hypoth_equivalog	
TIGR02995	142	Transport and binding proteins	"Amino acids, peptides and amines"	ectoine_ehuB	ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB	equivalog	
TIGR02998	263	Regulatory functions	Protein interactions	RraA_entero	regulator of ribonuclease activity A	equivalog	
TIGR03002	90	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	outer_YhbN_LptA	lipopolysaccharide transport periplasmic protein LptA	equivalog	
TIGR03006	90	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	pepcterm_polyde	"_polysaccharide deacetylase family protein, PEP-CTERM locus subfamily_"	subfamily	
TIGR03007	90	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	pepcterm_ChnLen	"_polysaccharide chain length determinant protein, PEP-CTERM locus subfamily_"	subfamily	
TIGR03008	90	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	pepcterm_CAAX	CAAX prenyl protease-related protein	hypoth_equivalog	
TIGR03009	156	Hypothetical proteins	Conserved	plancto_dom_2	Planctomycetes uncharacterized domain TIGR03009	subfamily	
TIGR03010	168	Protein synthesis	tRNA and rRNA base modification	sulf_tusC_dsrF	sulfur relay protein TusC/DsrF	equivalog	
TIGR03011	168	Protein synthesis	tRNA and rRNA base modification	sulf_tusB_dsrH	sulfur relay protein TusB/DsrH	equivalog_domain	2.8.-.-
TIGR03012	168	Protein synthesis	tRNA and rRNA base modification	sulf_tusD_dsrE	sulfur relay protein TusD/DsrE	hypoth_equivalog	
TIGR03015	97	Protein fate	Protein and peptide secretion and trafficking	pepcterm_ATPase	"_putative secretion ATPase, PEP-CTERM locus subfamily_"	hypoth_equivalog	
TIGR03019	157	Unknown function	General	pepcterm_femAB	"_FemAB-related protein, PEP-CTERM system-associated_"	hypoth_equivalog	
TIGR03021	91	Cell envelope	Surface structures	pilP_fam	type IV pilus biogenesis protein PilP	hypoth_equivalog	
TIGR03027	90	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	pepcterm_export	"_putative polysaccharide export protein, PEP-CTERM sytem-associated_"	hypoth_equivalog	
TIGR03031	719	Uncategorized	Uncategorized	cas_csx12	CRISPR system subtype II-B RNA-guided endonuclease Cas9/Csx12	equivalog	3.1.-.-
TIGR03032	156	Hypothetical proteins	Conserved	TIGR03032	TIGR03032 family protein	hypoth_equivalog	
TIGR03034	156	Hypothetical proteins	Conserved	TIGR03034	conserved hypothetical protein	subfamily	
TIGR03035	109	Energy metabolism	Amino acids and amines	trp_arylform	arylformamidase	equivalog	3.5.1.9
TIGR03036	109	Energy metabolism	Amino acids and amines	trp_2_3_diox	"_tryptophan 2,3-dioxygenase_"	equivalog	1.13.11.11
TIGR03038	164	Energy metabolism	Photosynthesis	PS_II_psbM	photosystem II reaction center protein PsbM	equivalog	
